date,date,date,date,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition
01-07-2024,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.55,2.14,601,FALSE,FALSE,Sunny
01-07-2024,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.83,2.78,743,FALSE,FALSE,Cloudy
01-07-2024,39,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.03,3.9,638,FALSE,FALSE,Sunny
01-07-2024,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.35,8.03,418,FALSE,FALSE,Rainy
01-07-2024,15,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.89,9.21,500,FALSE,FALSE,Sunny
01-07-2024,28,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,5.38,7.23,301,FALSE,FALSE,Rainy
01-07-2024,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.63,7.03,148,FALSE,FALSE,Sunny
01-07-2024,7,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.18,19.85,68,FALSE,FALSE,Cloudy
01-07-2024,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.73,2.62,472,FALSE,FALSE,Sunny
01-07-2024,33,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.96,10.17,431,FALSE,TRUE,Sunny
01-07-2024,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.88,28.99,106,FALSE,FALSE,Cloudy
01-07-2024,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,36.1,82.38,107,FALSE,FALSE,Rainy
01-07-2024,12,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.52,10.08,468,FALSE,FALSE,Sunny
01-07-2024,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.84,2.55,265,FALSE,FALSE,Rainy
01-07-2024,23,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,47.21,75.55,39,FALSE,FALSE,Rainy
01-07-2024,46,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,26.19,29.33,273,TRUE,FALSE,Sunny
01-07-2024,23,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,34.94,36.98,498,TRUE,FALSE,Cloudy
01-08-2024,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2,2.24,1545,TRUE,FALSE,Sunny
01-08-2024,42,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,38.45,73.99,111,FALSE,FALSE,Sunny
01-08-2024,5,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.52,4.03,376,FALSE,FALSE,Rainy
01-08-2024,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.16,13.88,142,FALSE,FALSE,Cloudy
01-08-2024,27,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.47,2.91,85,FALSE,FALSE,Rainy
01-08-2024,21,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,26.41,57.55,51,FALSE,FALSE,Cloudy
01-08-2024,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.77,6.93,288,FALSE,FALSE,Sunny
01-08-2024,48,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.13,7.08,240,TRUE,FALSE,Cloudy
01-08-2024,7,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.32,3.79,321,FALSE,FALSE,Cloudy
01-08-2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.01,10.31,481,FALSE,FALSE,Sunny
01-08-2024,46,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.65,9.91,518,TRUE,FALSE,Sunny
01-08-2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.82,13.65,207,TRUE,FALSE,Sunny
01-08-2024,32,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,41.78,62.74,156,FALSE,FALSE,Cloudy
01-08-2024,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.99,12.59,437,FALSE,FALSE,Sunny
01-08-2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,13.59,24.86,0,FALSE,FALSE,Sunny
01-08-2024,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.02,2.35,564,FALSE,FALSE,Cloudy
01-08-2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.49,25.2,0,FALSE,FALSE,Sunny
01-08-2024,43,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.39,13.28,367,FALSE,FALSE,Sunny
01-08-2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.96,30.75,0,FALSE,FALSE,Sunny
01-09-2024,46,Casual Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,3.1,6.35,390,FALSE,FALSE,Rainy
01-09-2024,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,4.73,11.47,109,FALSE,FALSE,Sunny
01-09-2024,30,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,32.82,48.57,60,FALSE,FALSE,Cloudy
01-09-2024,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.74,10.98,194,FALSE,FALSE,Cloudy
01-09-2024,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.36,5.02,553,TRUE,FALSE,Sunny
01-09-2024,35,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.91,6.69,131,FALSE,FALSE,Cloudy
01-09-2024,45,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.97,8,203,FALSE,FALSE,Sunny
01-09-2024,9,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.14,19.12,198,FALSE,FALSE,Rainy
01-09-2024,11,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.16,7.99,18,FALSE,TRUE,Rainy
01-09-2024,41,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,23.01,36.47,199,FALSE,FALSE,Cloudy
01-09-2024,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.9,6.1,210,FALSE,FALSE,Sunny
01-09-2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.79,8.27,449,FALSE,FALSE,Sunny
01-09-2024,48,Casual Dining,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,15.72,34.16,110,FALSE,FALSE,Sunny
01-09-2024,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.68,9,88,FALSE,FALSE,Rainy
01-09-2024,43,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,23.3,41.16,363,FALSE,FALSE,Rainy
01-09-2024,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.08,27.87,0,FALSE,FALSE,Sunny
01-09-2024,29,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,11.08,19.51,25,FALSE,FALSE,Rainy
01-09-2024,38,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,41.74,72.89,75,FALSE,FALSE,Rainy
01-09-2024,37,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.74,8.58,73,FALSE,FALSE,Sunny
01-09-2024,9,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.5,4.99,195,FALSE,FALSE,Rainy
01-09-2024,25,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,6.53,6.98,323,FALSE,FALSE,Sunny
01-09-2024,9,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.38,6.37,168,FALSE,FALSE,Cloudy
01-10-2024,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.44,7.82,256,FALSE,FALSE,Cloudy
01-10-2024,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.28,6.79,358,TRUE,FALSE,Rainy
01-10-2024,42,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.51,19.3,149,FALSE,FALSE,Rainy
01-10-2024,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,19.56,41.29,96,FALSE,FALSE,Sunny
01-10-2024,3,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.91,12.56,347,FALSE,FALSE,Sunny
01-10-2024,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.04,3.78,808,FALSE,TRUE,Cloudy
01-10-2024,28,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,36.95,47.54,322,FALSE,TRUE,Sunny
01-10-2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.47,31.45,0,FALSE,FALSE,Cloudy
01-10-2024,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,51.98,74.52,0,FALSE,FALSE,Rainy
01-10-2024,6,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,44.21,45.12,193,TRUE,FALSE,Cloudy
01-10-2024,45,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.2,13.68,257,FALSE,FALSE,Sunny
01-10-2024,3,Cafe,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,33.25,43.17,135,FALSE,FALSE,Rainy
01-10-2024,35,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.68,7.91,397,FALSE,FALSE,Sunny
01-10-2024,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,10.27,14.68,179,FALSE,FALSE,Sunny
01-10-2024,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,8.87,16.01,189,FALSE,FALSE,Cloudy
01-10-2024,43,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.43,8.11,530,TRUE,FALSE,Rainy
01-10-2024,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.36,8.85,326,FALSE,FALSE,Sunny
01-10-2024,33,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.59,16.24,0,FALSE,TRUE,Sunny
01-10-2024,9,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,22.28,33.33,248,FALSE,FALSE,Cloudy
01-10-2024,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.61,29.6,0,FALSE,FALSE,Cloudy
01-10-2024,35,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.91,2.28,1224,TRUE,TRUE,Cloudy
01-10-2024,8,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.99,3.88,564,FALSE,FALSE,Sunny
01-10-2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.59,2.8,353,FALSE,FALSE,Cloudy
01-10-2024,24,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,13.24,25.3,18,FALSE,FALSE,Sunny
01-10-2024,37,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.19,6.42,667,TRUE,FALSE,Cloudy
01-10-2024,6,Fine Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.97,8.95,174,FALSE,FALSE,Sunny
01-11-2024,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.54,2.46,461,FALSE,FALSE,Cloudy
01-11-2024,41,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.24,13.02,140,TRUE,FALSE,Rainy
01-11-2024,30,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,3.41,3.83,478,FALSE,FALSE,Cloudy
01-11-2024,49,Kopitiam,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.89,19.05,3,FALSE,FALSE,Cloudy
01-11-2024,22,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.64,2.34,311,FALSE,FALSE,Sunny
01-11-2024,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,46.67,65.07,96,FALSE,FALSE,Cloudy
01-11-2024,37,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,7.68,15.27,22,FALSE,FALSE,Sunny
01-11-2024,39,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.77,5.8,315,FALSE,FALSE,Sunny
01-11-2024,26,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.63,2.76,398,FALSE,FALSE,Sunny
01-11-2024,33,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.18,3.7,475,FALSE,FALSE,Sunny
01-11-2024,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.14,3.12,312,FALSE,FALSE,Cloudy
01-11-2024,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.61,1.62,701,TRUE,FALSE,Sunny
01-11-2024,3,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,27.23,51.9,75,FALSE,FALSE,Rainy
01-11-2024,14,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.02,6.71,285,FALSE,FALSE,Sunny
01-11-2024,9,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,26.74,52.11,0,FALSE,FALSE,Sunny
01-11-2024,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.89,3.09,144,FALSE,FALSE,Cloudy
01-11-2024,24,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.14,4,688,FALSE,FALSE,Sunny
01-11-2024,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,47.6,58.71,149,FALSE,FALSE,Sunny
01-11-2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,8.48,11.19,214,FALSE,FALSE,Sunny
01-11-2024,25,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,47.9,61.23,154,FALSE,FALSE,Sunny
01-11-2024,48,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,10.29,20.86,144,FALSE,FALSE,Rainy
01-11-2024,5,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.16,3.44,668,FALSE,FALSE,Cloudy
01-11-2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.61,25.71,178,FALSE,FALSE,Rainy
01-11-2024,37,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.36,6.75,251,FALSE,FALSE,Sunny
01-11-2024,41,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,7.05,8.11,166,FALSE,FALSE,Rainy
01-11-2024,32,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.83,17,44,TRUE,FALSE,Rainy
01-11-2024,47,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.96,2.38,630,FALSE,FALSE,Sunny
01-11-2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.93,17.49,4,FALSE,FALSE,Sunny
01-11-2024,28,Fine Dining,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.73,15.84,349,FALSE,FALSE,Cloudy
01-11-2024,13,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.37,6.04,447,TRUE,FALSE,Sunny
01-12-2024,49,Kopitiam,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.09,5.28,279,TRUE,FALSE,Cloudy
01-12-2024,21,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.86,5.58,398,FALSE,FALSE,Sunny
01-12-2024,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.81,9.19,414,TRUE,FALSE,Cloudy
01-12-2024,12,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.08,3.61,354,FALSE,FALSE,Cloudy
01-12-2024,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,10.23,24.75,0,FALSE,FALSE,Sunny
01-12-2024,43,Casual Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,28.58,54.48,0,FALSE,FALSE,Sunny
01-12-2024,37,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,8.03,11.11,378,FALSE,FALSE,Sunny
01-12-2024,8,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,21.89,42.73,100,TRUE,TRUE,Sunny
01-12-2024,1,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,21.35,29.47,211,FALSE,FALSE,Sunny
01-12-2024,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.75,7.54,229,FALSE,FALSE,Sunny
01-12-2024,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,9.55,12.84,192,FALSE,FALSE,Cloudy
01-12-2024,32,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,43.62,68.87,181,FALSE,FALSE,Cloudy
01-12-2024,33,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,27.14,42.37,65,FALSE,FALSE,Rainy
01-12-2024,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,12.43,19.12,73,FALSE,FALSE,Cloudy
01-12-2024,24,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.99,11.35,130,FALSE,FALSE,Cloudy
01-12-2024,40,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.63,2.45,593,FALSE,FALSE,Sunny
01-12-2024,10,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,38.01,59.99,84,FALSE,FALSE,Sunny
01-12-2024,14,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,6.15,5.59,380,TRUE,FALSE,Rainy
01-12-2024,35,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,9.12,14.81,110,FALSE,FALSE,Sunny
01-12-2024,38,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,19.47,24.82,0,FALSE,FALSE,Sunny
01-12-2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.83,9.75,387,TRUE,FALSE,Sunny
01-12-2024,32,Fine Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,45.42,72.92,0,FALSE,FALSE,Cloudy
1/13/2024,31,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.84,7.48,218,FALSE,FALSE,Cloudy
1/13/2024,37,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,11.96,17.94,125,FALSE,FALSE,Sunny
1/13/2024,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.92,12.68,544,FALSE,FALSE,Sunny
1/13/2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.72,11.09,502,FALSE,FALSE,Sunny
1/13/2024,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.07,9.57,631,FALSE,FALSE,Rainy
1/13/2024,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.87,2.73,468,FALSE,FALSE,Cloudy
1/13/2024,41,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,12.13,15.41,195,FALSE,FALSE,Sunny
1/13/2024,30,Cafe,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,27.41,33.26,170,FALSE,FALSE,Cloudy
1/13/2024,15,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.86,2.5,655,FALSE,FALSE,Sunny
1/13/2024,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,18.72,23.06,236,FALSE,FALSE,Sunny
1/13/2024,35,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.64,6.09,298,FALSE,FALSE,Sunny
1/13/2024,24,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.73,13.62,426,FALSE,FALSE,Cloudy
1/13/2024,3,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,32.1,52.06,83,FALSE,FALSE,Cloudy
1/13/2024,15,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,18.94,27.84,269,FALSE,FALSE,Sunny
1/13/2024,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.66,2.06,470,FALSE,FALSE,Cloudy
1/13/2024,25,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,46.87,81.91,102,FALSE,FALSE,Sunny
1/13/2024,29,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.1,2.35,1059,TRUE,FALSE,Rainy
1/13/2024,42,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,7.22,4.86,921,TRUE,FALSE,Sunny
1/13/2024,50,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.99,2.67,480,FALSE,FALSE,Rainy
1/13/2024,35,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.22,6.84,240,FALSE,FALSE,Sunny
1/13/2024,19,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.93,3.52,1023,TRUE,FALSE,Rainy
1/13/2024,45,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,7.5,8.64,479,TRUE,FALSE,Sunny
1/13/2024,9,Casual Dining,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,26.89,28.02,273,TRUE,FALSE,Cloudy
1/14/2024,6,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.26,30.01,100,FALSE,FALSE,Cloudy
1/14/2024,33,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.39,6.15,567,TRUE,FALSE,Sunny
1/14/2024,13,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.09,9.56,456,FALSE,FALSE,Rainy
1/14/2024,47,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.77,3.8,565,TRUE,FALSE,Sunny
1/14/2024,4,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,27.29,47.04,83,FALSE,FALSE,Sunny
1/14/2024,31,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.44,6.41,229,FALSE,FALSE,Sunny
1/14/2024,31,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.14,2.85,675,FALSE,FALSE,Sunny
1/14/2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.91,9.01,740,FALSE,TRUE,Cloudy
1/14/2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,13.9,24.32,149,FALSE,FALSE,Sunny
1/14/2024,46,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.52,3.7,731,TRUE,FALSE,Sunny
1/14/2024,41,Cafe,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.22,3.78,465,FALSE,FALSE,Rainy
1/14/2024,8,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.05,19.38,0,FALSE,FALSE,Cloudy
1/14/2024,40,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,21.68,32.35,79,FALSE,FALSE,Rainy
1/14/2024,43,Casual Dining,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,3.38,4.88,444,FALSE,FALSE,Sunny
